,x,edge_index,edge_type,y,num_nodes,api_file_name
1952,"[[-0.08197769  0.22642048 -0.04421579 ... -0.23914848 -0.31869474
   0.30231127]
 [-0.1413682   0.340791    0.11689635 ... -0.20540097 -0.3095575
   0.33512634]
 [-0.08379389  0.268458   -0.04002738 ... -0.2520645  -0.32570246
   0.29264405]
 [-0.03662706  0.37610295  0.12288467 ... -0.61437654 -0.27036244
   0.31421936]
 [-0.15245748  0.36331904  0.02439472 ... -0.24018528 -0.3075425
   0.38744563]]","[[0 1 1 2 1 3 1 4 0 2 2 3 2 4]
 [1 0 2 1 3 1 4 1 2 0 3 2 4 2]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[2],5,5_sample-3_URL.openConnection_graph_dump.txt
1953,"[[-0.16393489  0.2991142   0.07092344 ... -0.15942492 -0.34353858
   0.24963744]
 [-0.13876669  0.2959173   0.1006501  ... -0.14276515 -0.34555584
   0.34762445]
 [-0.01292625  0.4266448   0.16288793 ... -0.556447   -0.23632485
   0.3802128 ]
 [-0.13856101  0.37132955  0.09238183 ... -0.2578013  -0.27240804
   0.34677956]
 [-0.10369603  0.37519893  0.08163299 ... -0.17294559 -0.29611003
   0.3434755 ]]","[[0 1 1 2 1 3 1 4 0 2 0 3 0 4]
 [1 0 2 1 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[2],5,193_sample-0_URL.openConnection_graph_dump.txt
1954,"[[-0.09543832  0.2919694   0.10866753 ... -0.23734927 -0.40745124
   0.3278638 ]
 [-0.05741176  0.1754504   0.09008881 ... -0.40349013 -0.33048272
   0.3014431 ]]","[[0 1]
 [1 0]]",[1 1],[2],2,130_sample-2_URL.openConnection_graph_dump.txt
1955,"[[-0.07664001  0.3465214   0.02728493 ... -0.17067367 -0.42698675
   0.36346382]
 [-0.03687181  0.23923355  0.07642668 ... -0.4081745  -0.35031718
   0.2934475 ]]","[[0 1]
 [1 0]]",[1 1],[2],2,61_sample-2_URL.openConnection_graph_dump.txt
1956,"[[-0.06303465  0.29217842  0.00039704 ... -0.16146764 -0.34498417
   0.28531283]
 [-0.13566725  0.3060526   0.09441948 ... -0.16378337 -0.346173
   0.34720966]
 [-0.12090859  0.38585493  0.09738278 ... -0.26805872 -0.30916616
   0.35872695]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,5_sample-10_URL.openConnection_graph_dump.txt
1957,"[[-0.08571775  0.29978365  0.12766661 ... -0.20962435 -0.35224202
   0.34994468]
 [-0.06507397  0.27720788 -0.04059794 ... -0.16255216 -0.35196424
   0.4195318 ]
 [-0.10817672  0.3228542   0.06206829 ... -0.20346417 -0.34720415
   0.36818755]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[2],3,294_sample-1_URL.openConnection_graph_dump.txt
1958,"[[-8.96801502e-02  2.69037277e-01  3.20199095e-02 ... -2.36507148e-01
  -3.24545860e-01  3.98766875e-01]
 [-1.33482203e-01  3.55649590e-01  1.21643245e-01 ... -2.08778769e-01
  -3.07899356e-01  3.43367428e-01]
 [-6.30772412e-02  2.80413121e-01  8.85067880e-02 ... -4.86651540e-01
  -2.38750264e-01  2.38617003e-01]
 [-1.42941192e-01  3.85224849e-01  4.13970761e-02 ... -2.46992022e-01
  -3.07470322e-01  3.84601474e-01]
 [-5.20314425e-02  2.75548756e-01 -2.28026955e-04 ... -2.36385643e-01
  -3.53102922e-01  2.54055768e-01]]","[[0 1 2 1 1 3 1 4 2 0]
 [1 0 1 2 3 1 4 1 0 2]]",[1 1 0 0 0 0 0 0 0 0],[2],5,350_sample-1_URL.openConnection_graph_dump.txt
1959,"[[-0.06307823  0.32191154  0.04096612 ... -0.26851276 -0.33290115
   0.26811254]
 [ 0.02354256  0.10197215 -0.05326156 ... -0.11326523 -0.4645877
   0.30858165]
 [-0.1381615   0.19181885 -0.08258132 ... -0.16789682 -0.4939404
   0.52331036]]","[[0 1 1 2]
 [1 0 2 1]]",[1 1 1 1],[3],3,116_sample-1_BufferedReader.readLine_graph_dump.txt
1960,"[[-0.02507787  0.33146638  0.08073127 ... -0.24481814 -0.3279611
   0.30799893]
 [ 0.02349856  0.11916168 -0.02281013 ... -0.10169189 -0.4332634
   0.31687286]
 [-0.03242866  0.31974176  0.11971746 ... -0.4330575  -0.29889598
   0.27174002]
 [-0.03576115  0.3708278   0.10988467 ... -0.5157059  -0.22247423
   0.32231   ]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,24_sample-1_BufferedReader.readLine_graph_dump.txt
1961,"[[-0.04963365  0.30781293  0.0343831  ... -0.21264115 -0.3503988
   0.3742942 ]
 [-0.11817162  0.29580876  0.15393884 ... -0.24928464 -0.31269002
   0.45549953]
 [-0.04438046  0.2654461   0.00627976 ... -0.07999292 -0.32835189
   0.38944793]
 [-0.08176015  0.2057416   0.01920843 ... -0.11359507 -0.4282528
   0.49493927]
 [-0.10463785  0.30101952  0.0351939  ... -0.19987935 -0.38079187
   0.46321008]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[3],5,48_sample-0_BufferedReader.readLine_graph_dump.txt
1962,"[[-0.05544053  0.3178951   0.08270745 ... -0.26240268 -0.30338624
   0.35640085]
 [ 0.01196947  0.1050027  -0.04762699 ... -0.15316162 -0.444447
   0.2989528 ]
 [-0.03576115  0.3708278   0.10988467 ... -0.5157059  -0.22247423
   0.32231   ]]","[[0 1 1 2]
 [1 0 2 1]]",[1 1 1 1],[3],3,100_sample-1_BufferedReader.readLine_graph_dump.txt
1963,"[[-0.12285855  0.256642    0.10892956 ... -0.19430621 -0.32082254
   0.3372432 ]
 [-0.12726593  0.3994169   0.12713775 ... -0.22005224 -0.3458909
   0.43069807]
 [-0.15368643  0.36594063  0.07986118 ... -0.24092866 -0.40590772
   0.43323323]
 [-0.06579634  0.24487561  0.00564353 ... -0.3200486  -0.42857787
   0.4006187 ]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[3],4,79_sample-2_BufferedReader.readLine_graph_dump.txt
1964,"[[-0.12379509  0.29437456  0.07423799 ... -0.21444815 -0.2784938
   0.35699922]
 [-0.12366022  0.32626054  0.16427726 ... -0.25764522 -0.3177438
   0.4294625 ]
 [-0.11871095  0.27701625 -0.02891135 ... -0.12645482 -0.3288657
   0.45533106]
 [-0.05632615  0.14443922 -0.08582544 ... -0.22824414 -0.4322848
   0.3639289 ]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[3],4,92_sample-0_BufferedReader.readLine_graph_dump.txt
1965,"[[-0.1682394   0.3038943  -0.00710382 ... -0.22007677 -0.3820961
   0.3124242 ]
 [-0.12894318  0.34442008  0.11909594 ... -0.2470751  -0.3251326
   0.3784432 ]]","[[0 1]
 [1 0]]",[1 1],[3],2,59_sample-2_BufferedReader.readLine_graph_dump.txt
1966,"[[-0.10591847  0.3612951   0.05520971 ... -0.23999882 -0.3126352
   0.33634093]
 [ 0.01196947  0.1050027  -0.04762699 ... -0.15316162 -0.444447
   0.2989528 ]
 [-0.05053017  0.33746338  0.09841324 ... -0.5433007  -0.28798926
   0.30230507]]","[[0 1 1 2]
 [1 0 2 1]]",[1 1 1 1],[3],3,83_sample-1_BufferedReader.readLine_graph_dump.txt
1967,"[[-0.12224323  0.30499515  0.07891667 ... -0.26636425 -0.30120546
   0.33502606]
 [ 0.00400645  0.11170193 -0.05702721 ... -0.098003   -0.4581124
   0.34694958]
 [-0.06928645  0.29455942 -0.02352912 ... -0.17662854 -0.33473864
   0.39141685]
 [-0.1133276   0.3189009   0.11357967 ... -0.18010268 -0.33488423
   0.37743455]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,55_sample-0_BufferedReader.readLine_graph_dump.txt
1968,"[[-0.08104449  0.37467512  0.06371637 ... -0.25329277 -0.33727294
   0.34679142]
 [-0.08862904  0.1285939  -0.00329476 ... -0.12993167 -0.3723022
   0.42731783]
 [-0.15274045  0.16047731 -0.08619046 ... -0.17455123 -0.37106264
   0.50518703]
 [-0.14123084  0.37014863  0.1437939  ... -0.2477851  -0.314671
   0.36943954]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,20_sample-0_BufferedReader.readLine_graph_dump.txt
1969,"[[-0.13341889  0.30634737  0.06649756 ... -0.19647762 -0.34708786
   0.34441915]
 [-0.15537593  0.37267065  0.14985166 ... -0.27480486 -0.35884893
   0.44314885]
 [-0.08962335  0.22509289  0.00536101 ... -0.1529713  -0.33584347
   0.34236443]]","[[0 1 2 1 2 0]
 [1 0 1 2 0 2]]",[1 1 0 0 0 0],[3],3,39_sample-1_BufferedReader.readLine_graph_dump.txt
1970,"[[-0.09055384  0.20894146  0.00556504 ... -0.18642096 -0.28577048
   0.33695266]
 [-0.09524287  0.33792493  0.14953019 ... -0.26871344 -0.30735856
   0.41469768]
 [-0.09357896  0.272068    0.00201648 ... -0.10743523 -0.33808732
   0.3954386 ]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[3],3,123_sample-0_BufferedReader.readLine_graph_dump.txt
1971,"[[-0.09132428  0.3424053   0.031898   ... -0.32487193 -0.26727363
   0.31080136]
 [-0.1144411   0.10453264 -0.17547806 ... -0.16581236 -0.3906314
   0.3448522 ]
 [-0.00547882  0.3200378  -0.00391131 ... -0.41790366 -0.31205493
   0.33402315]
 [-0.01082444  0.23118497  0.01703685 ... -0.3682196  -0.25440133
   0.25521523]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,72_sample-1_BufferedReader.readLine_graph_dump.txt
1972,"[[-0.05884233  0.29871026  0.08071338 ... -0.17993248 -0.32139117
   0.40391228]
 [-0.1341943   0.34893984  0.07875776 ... -0.2572005  -0.3357423
   0.38411254]
 [-0.03689421  0.3149612   0.02454101 ... -0.42176527 -0.33388105
   0.32359567]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[3],3,136_sample-0_BufferedReader.readLine_graph_dump.txt
1973,"[[-0.05830018  0.32832897  0.09185347 ... -0.27294448 -0.3518784
   0.40975544]
 [-0.14259341  0.29399657  0.04454436 ... -0.1455292  -0.36597764
   0.45250246]]","[[0 1]
 [1 0]]",[1 1],[3],2,19_sample-4_BufferedReader.readLine_graph_dump.txt
1974,"[[-0.09207873  0.30264968  0.05173929 ... -0.2682143  -0.31215435
   0.29801708]
 [-0.09075586  0.2714124   0.0122428  ... -0.21388713 -0.37839386
   0.4316785 ]
 [ 0.02248556  0.34175113 -0.01955071 ... -0.4681875  -0.29622614
   0.29484552]
 [-0.11428756  0.28914994  0.08830263 ... -0.23315223 -0.3425033
   0.39775535]]","[[0 1 2 1 0 3 2 3 0 2]
 [1 0 1 2 3 0 3 2 2 0]]",[1 1 0 0 1 1 0 0 1 1],[3],4,6_sample-4_BufferedReader.readLine_graph_dump.txt
1975,"[[-0.12272373  0.3265011   0.02985104 ... -0.2884792  -0.27560654
   0.3462276 ]
 [-0.08632065  0.25053677 -0.11182439 ... -0.3600016  -0.38793406
   0.37253535]
 [-0.12442001  0.14558011 -0.12243704 ... -0.1438856  -0.39006785
   0.4564176 ]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[3],3,8_sample-0_BufferedReader.readLine_graph_dump.txt
1976,"[[-0.06782219  0.28542155  0.07994048 ... -0.22045353 -0.338098
   0.4197945 ]
 [ 0.02777415  0.10891193 -0.043405   ... -0.13627361 -0.44591403
   0.29608148]
 [-0.04304612  0.3075189   0.1335331  ... -0.51358277 -0.25852224
   0.32830843]
 [-0.14033788  0.35306212  0.13242094 ... -0.31381252 -0.32888538
   0.40835917]]","[[0 1 1 2 1 3]
 [1 0 2 1 3 1]]",[1 1 1 1 1 1],[3],4,43_sample-3_BufferedReader.readLine_graph_dump.txt
1977,"[[-0.07899263  0.32239747  0.10276331 ... -0.19237483 -0.36507988
   0.34636176]
 [ 0.0194413   0.10974503 -0.05441847 ... -0.13674004 -0.4427272
   0.30859128]
 [-0.08074133  0.27249604  0.01161955 ... -0.16402395 -0.33208182
   0.39967403]
 [-0.07358913  0.32598796  0.1251015  ... -0.4611499  -0.27980366
   0.3245267 ]
 [-0.11187625  0.3536286   0.10185345 ... -0.17418586 -0.31890926
   0.39540195]]","[[0 1 2 1 1 3 1 4 0 2]
 [1 0 1 2 3 1 4 1 2 0]]",[1 1 0 0 1 1 1 1 1 1],[3],5,37_sample-0_BufferedReader.readLine_graph_dump.txt
1978,"[[-0.05537807  0.25255546 -0.03808131 ... -0.25408083 -0.31005424
   0.3040888 ]
 [-0.10102108  0.34752223  0.16305801 ... -0.21534726 -0.3083329
   0.42969283]
 [-0.03689421  0.3149612   0.02454101 ... -0.42176527 -0.33388105
   0.32359567]
 [-0.08250061  0.26153412 -0.00226781 ... -0.40301457 -0.33570942
   0.33032146]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[3],4,125_sample-0_BufferedReader.readLine_graph_dump.txt
1979,"[[-0.1129898   0.264144   -0.04879605 ... -0.25531173 -0.3766158
   0.33958673]
 [-0.10041045  0.25759193  0.08177824 ... -0.21372345 -0.36617455
   0.40559348]
 [-0.13512373  0.33439243  0.1280543  ... -0.24983    -0.29815954
   0.3981583 ]
 [-0.03075626  0.24774104  0.00469416 ... -0.29213464 -0.27735016
   0.3528058 ]]","[[0 1 0 2 1 3 0 3]
 [1 0 2 0 3 1 3 0]]",[1 1 1 1 0 0 1 1],[3],4,35_sample-2_BufferedReader.readLine_graph_dump.txt
1980,"[[-0.12741992  0.35362655  0.04986443 ... -0.25734589 -0.29074728
   0.28807828]
 [ 0.02277183  0.09637844 -0.04870968 ... -0.10643619 -0.45558527
   0.2915844 ]
 [-0.11298306  0.30025312  0.06252594 ... -0.1986651  -0.33225957
   0.39128157]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[3],3,35_sample-1_BufferedReader.readLine_graph_dump.txt
1981,"[[-0.11960306  0.27440992  0.07737933 ... -0.1930747  -0.3242719
   0.30427325]
 [ 0.01196947  0.1050027  -0.04762699 ... -0.15316162 -0.444447
   0.2989528 ]
 [-0.08059277  0.26389486  0.02523033 ... -0.1734661  -0.30662355
   0.39955336]
 [-0.07338455  0.27515864  0.07838494 ... -0.5102766  -0.26277703
   0.31722146]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,66_sample-0_BufferedReader.readLine_graph_dump.txt
1982,"[[-0.11960306  0.27440992  0.07737933 ... -0.1930747  -0.3242719
   0.30427325]
 [ 0.0194413   0.10974503 -0.05441847 ... -0.13674004 -0.4427272
   0.30859128]
 [-0.07462696  0.2607426   0.00614724 ... -0.15781249 -0.3520229
   0.39412892]
 [-0.07358913  0.32598796  0.1251015  ... -0.4611499  -0.27980366
   0.3245267 ]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,65_sample-0_BufferedReader.readLine_graph_dump.txt
1983,"[[-0.09865298  0.3063821  -0.00086535 ... -0.32421884 -0.26882648
   0.3157735 ]
 [-0.12089482  0.342223    0.15657553 ... -0.24002796 -0.30508542
   0.41399473]
 [-0.04145669  0.2365582  -0.0072041  ... -0.22156124 -0.33786717
   0.3233472 ]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[3],3,9_sample-6_BufferedReader.readLine_graph_dump.txt
1984,"[[-0.06481589  0.27715677 -0.08313546 ... -0.08301486 -0.3777197
   0.35202602]
 [ 0.02019668  0.11998693 -0.04875566 ... -0.11664651 -0.44572756
   0.31998917]
 [-0.17438038  0.26172963 -0.04304371 ... -0.15130605 -0.3783547
   0.3455159 ]
 [-0.08582398  0.3166718   0.12662295 ... -0.47421876 -0.25849876
   0.30902684]]","[[0 1 1 2 1 3]
 [1 0 2 1 3 1]]",[1 1 1 1 1 1],[3],4,140_sample-1_BufferedReader.readLine_graph_dump.txt
1985,"[[-0.11960306  0.27440992  0.07737933 ... -0.1930747  -0.3242719
   0.30427325]
 [-0.07999709  0.1326722  -0.06211899 ... -0.19430108 -0.50128585
   0.45221868]
 [-0.02855458  0.2928295   0.0317609  ... -0.36369246 -0.31665292
   0.2879277 ]
 [-0.06560822  0.25145045  0.11547649 ... -0.3726931  -0.3487139
   0.36208284]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,74_sample-0_BufferedReader.readLine_graph_dump.txt
1986,"[[-0.07314017  0.27341595  0.02516041 ... -0.20809913 -0.28273058
   0.32549593]
 [ 0.02777415  0.10891193 -0.043405   ... -0.13627361 -0.44591403
   0.29608148]
 [-0.13676016  0.26694354 -0.05317478 ... -0.11756382 -0.3684569
   0.48266152]
 [-0.02523358  0.32194126  0.16194528 ... -0.45541656 -0.28109267
   0.29198653]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,28_sample-0_BufferedReader.readLine_graph_dump.txt
1987,"[[-0.0581144   0.28596452  0.07555623 ... -0.2882742  -0.3684184
   0.2953067 ]
 [ 0.01196947  0.1050027  -0.04762699 ... -0.15316162 -0.444447
   0.2989528 ]
 [-0.04977023  0.3058067   0.1075357  ... -0.51418585 -0.24993749
   0.2977326 ]]","[[0 1 1 2]
 [1 0 2 1]]",[1 1 1 1],[3],3,30_sample-3_BufferedReader.readLine_graph_dump.txt
1988,"[[-0.13911524  0.29203486  0.06805846 ... -0.1849729  -0.3050541
   0.36105308]
 [ 0.02019668  0.11998693 -0.04875566 ... -0.11664651 -0.44572756
   0.31998917]
 [-0.07303267  0.3033053   0.01928006 ... -0.13423605 -0.34406647
   0.42572418]
 [-0.06933545  0.28928304  0.13869837 ... -0.45123228 -0.25711405
   0.3756161 ]
 [-0.07358913  0.32598796  0.1251015  ... -0.4611499  -0.27980366
   0.3245267 ]]","[[0 1 2 1 1 3 1 4 0 2]
 [1 0 1 2 3 1 4 1 2 0]]",[1 1 0 0 1 1 1 1 1 1],[3],5,73_sample-0_BufferedReader.readLine_graph_dump.txt
1989,"[[-0.10739183  0.30713972 -0.02622729 ... -0.2215191  -0.33651662
   0.34974432]
 [ 0.0241336   0.11708993 -0.03276343 ... -0.1295257  -0.43679348
   0.2937124 ]
 [-0.05023101  0.3332706   0.15172637 ... -0.5362508  -0.29749417
   0.3908686 ]]","[[0 1 1 2]
 [1 0 2 1]]",[1 1 1 1],[3],3,39_sample-3_BufferedReader.readLine_graph_dump.txt
1990,"[[-0.08676215  0.31991115  0.03951221 ... -0.27572325 -0.27931648
   0.3484561 ]
 [ 0.01196947  0.1050027  -0.04762699 ... -0.15316162 -0.444447
   0.2989528 ]
 [-0.08665037  0.23748082  0.02533076 ... -0.15285699 -0.3009716
   0.41733727]
 [-0.03576115  0.3708278   0.10988467 ... -0.5157059  -0.22247423
   0.32231   ]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,58_sample-0_BufferedReader.readLine_graph_dump.txt
1991,"[[-0.12432422  0.39650932  0.01349749 ... -0.22078612 -0.30012414
   0.30692148]
 [-0.1286052   0.3775955   0.12039313 ... -0.24470778 -0.33290884
   0.38699064]
 [-0.04756128  0.17709212 -0.01672197 ... -0.20625235 -0.37517634
   0.3530536 ]
 [-0.01003209  0.2973623   0.14145614 ... -0.44641936 -0.27572095
   0.27958497]
 [-0.0892003   0.25249597  0.0439584  ... -0.16363832 -0.4219074
   0.50705504]]","[[0 1 1 2 1 3 0 4 0 2 0 3]
 [1 0 2 1 3 1 4 0 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1 1 1],[3],5,39_sample-2_BufferedReader.readLine_graph_dump.txt
1992,"[[-0.1200716   0.32506883  0.06388726 ... -0.30400777 -0.28959623
   0.31902617]
 [ 0.0248131   0.11549102 -0.02372284 ... -0.09142971 -0.4307591
   0.26842403]
 [-0.10948455  0.2869414  -0.02265737 ... -0.10870454 -0.37974685
   0.47665945]
 [-0.03447852  0.33204627  0.10438444 ... -0.49922997 -0.27636614
   0.37671447]
 [-0.1316861   0.23800781  0.01447623 ... -0.20100197 -0.37383476
   0.42580387]]","[[0 1 2 1 1 3 1 4 0 2]
 [1 0 1 2 3 1 4 1 2 0]]",[1 1 0 0 1 1 1 1 1 1],[3],5,22_sample-0_BufferedReader.readLine_graph_dump.txt
1993,"[[-0.12342373  0.30657858  0.01368219 ... -0.21270229 -0.33341268
   0.3238501 ]
 [ 0.01196947  0.1050027  -0.04762699 ... -0.15316162 -0.444447
   0.2989528 ]
 [-0.11223526  0.23607117  0.12361751 ... -0.34693325 -0.3867944
   0.46179923]]","[[0 1 1 2]
 [1 0 2 1]]",[1 1 1 1],[3],3,71_sample-3_BufferedReader.readLine_graph_dump.txt
1994,"[[-0.07937851  0.29167768  0.02891237 ... -0.18862465 -0.30872717
   0.38558528]
 [-0.1507017   0.33892876  0.0745367  ... -0.2489447  -0.33753037
   0.37444526]
 [-0.0538593   0.2831701  -0.01481247 ... -0.11846568 -0.32491815
   0.366074  ]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[3],3,101_sample-0_BufferedReader.readLine_graph_dump.txt
1995,"[[-0.07545053  0.28181008  0.02099418 ... -0.17152508 -0.2750131
   0.3838797 ]
 [ 0.04349669  0.092249   -0.04449525 ... -0.11204119 -0.457916
   0.2904405 ]
 [-0.0235146   0.3575032   0.06614569 ... -0.4932304  -0.29853076
   0.30110204]
 [-0.12342952  0.34545994  0.09851238 ... -0.32936096 -0.35158578
   0.3764977 ]]","[[0 1 1 2 1 3]
 [1 0 2 1 3 1]]",[1 1 1 1 1 1],[3],4,33_sample-3_BufferedReader.readLine_graph_dump.txt
1996,"[[-0.10000056  0.37097842  0.07711312 ... -0.33331156 -0.30862048
   0.35050064]
 [ 0.04250211  0.11792055 -0.01703365 ... -0.08011488 -0.44183746
   0.30798343]
 [-0.1327019   0.15970793 -0.08804173 ... -0.18090586 -0.41079688
   0.49853843]
 [-0.03012591  0.30809194  0.15133001 ... -0.5029793  -0.26074642
   0.3174834 ]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,38_sample-0_BufferedReader.readLine_graph_dump.txt
1997,"[[-0.11986363  0.23517525  0.06390722 ... -0.19345449 -0.3376622
   0.29845592]
 [-0.07807548  0.30213633  0.07213809 ... -0.21941039 -0.39348218
   0.4950196 ]
 [-0.09697676  0.2720081   0.02436297 ... -0.13549305 -0.3240347
   0.40702495]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[3],3,93_sample-0_BufferedReader.readLine_graph_dump.txt
1998,"[[-0.08417757  0.29170957  0.02504035 ... -0.23071922 -0.3435247
   0.39145896]
 [-0.092267    0.18340462 -0.02626658 ... -0.24808177 -0.44243854
   0.4385881 ]
 [-0.03689421  0.3149612   0.02454101 ... -0.42176527 -0.33388105
   0.32359567]
 [-0.08813377  0.3075029   0.06281248 ... -0.34138697 -0.37485087
   0.3682054 ]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,20_sample-1_BufferedReader.readLine_graph_dump.txt
1999,"[[-0.10417513  0.29504964  0.06267592 ... -0.23592481 -0.42659086
   0.39529198]
 [ 0.02019668  0.11998693 -0.04875566 ... -0.11664651 -0.44572756
   0.31998917]
 [-0.11315294  0.25893992  0.10862686 ... -0.3224077  -0.4148494
   0.40566814]]","[[0 1 1 2]
 [1 0 2 1]]",[1 1 1 1],[3],3,73_sample-3_BufferedReader.readLine_graph_dump.txt
2000,"[[-0.11168902  0.28693348 -0.0336115  ... -0.25209644 -0.28823742
   0.3136843 ]
 [ 0.04405945  0.09753675 -0.09762946 ... -0.08957173 -0.47004837
   0.2949811 ]
 [ 0.01956157  0.34851712  0.0645133  ... -0.44140315 -0.33596933
   0.34043345]
 [-0.0936894   0.30659908  0.09419531 ... -0.41730434 -0.25197735
   0.27317908]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,47_sample-1_BufferedReader.readLine_graph_dump.txt
2001,"[[-0.11006378  0.2855268   0.07449018 ... -0.22666931 -0.37510788
   0.40298042]
 [ 0.01196947  0.1050027  -0.04762699 ... -0.15316162 -0.444447
   0.2989528 ]
 [-0.01848044  0.25402275  0.07843086 ... -0.40549773 -0.24538958
   0.26204488]]","[[0 1 1 2]
 [1 0 2 1]]",[1 1 1 1],[3],3,114_sample-1_BufferedReader.readLine_graph_dump.txt
2002,"[[-0.13118383  0.31494728  0.02527833 ... -0.29351196 -0.34453827
   0.29002514]
 [-0.13512373  0.33439243  0.1280543  ... -0.24983    -0.29815954
   0.3981583 ]]","[[0 1]
 [1 0]]",[1 1],[3],2,70_sample-2_BufferedReader.readLine_graph_dump.txt
2003,"[[-0.09355878  0.3207028   0.052293   ... -0.18618457 -0.29565564
   0.36292902]
 [ 0.01964697  0.10782476 -0.04319398 ... -0.13357396 -0.44709578
   0.29691985]
 [-0.09544361  0.28413087  0.02104039 ... -0.16347732 -0.33007446
   0.39491603]
 [-0.07358913  0.32598796  0.1251015  ... -0.4611499  -0.27980366
   0.3245267 ]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,80_sample-0_BufferedReader.readLine_graph_dump.txt
2004,"[[-0.05483813  0.29274017  0.01578782 ... -0.2567067  -0.28281504
   0.32824215]
 [ 0.01196947  0.1050027  -0.04762699 ... -0.15316162 -0.444447
   0.2989528 ]
 [-0.042372    0.30401185  0.09345981 ... -0.50658387 -0.24105138
   0.29365262]]","[[0 1 1 2]
 [1 0 2 1]]",[1 1 1 1],[3],3,89_sample-1_BufferedReader.readLine_graph_dump.txt
2005,"[[-0.0345839   0.25143522  0.05660052 ... -0.1345821  -0.3694604
   0.32397228]
 [ 0.01196947  0.1050027  -0.04762699 ... -0.15316162 -0.444447
   0.2989528 ]
 [-0.00807764  0.2604802   0.06765044 ... -0.41437477 -0.3136739
   0.30485043]
 [ 0.01892839  0.18450634 -0.08376719 ... -0.14124055 -0.38619563
   0.39002195]]","[[0 1 2 1 1 3 0 2]
 [1 0 1 2 3 1 2 0]]",[1 1 0 0 1 1 1 1],[3],4,25_sample-1_BufferedReader.readLine_graph_dump.txt
2006,"[[-0.06899638  0.27300507  0.06062046 ... -0.15291491 -0.39173502
   0.4124004 ]
 [-0.13512373  0.33439243  0.1280543  ... -0.24983    -0.29815954
   0.3981583 ]]","[[0 1]
 [1 0]]",[1 1],[3],2,61_sample-2_BufferedReader.readLine_graph_dump.txt
